file_id,label_primary,label_sample
bdc86b29-186c-49ac-9415-a75be73a63e2,1,0
1a2097ac-6aef-4740-8076-1679365e1f4f,1,0
54507404-a9b0-48a3-9daa-934f0f1b5f3f,1,0
def8f9eb-8f3e-47af-97f3-99b588970937,1,0
5832479e-b21c-4613-9f88-87e21fd65475,1,0
704072c3-be9e-4221-9847-f558ccde7a5b,1,0
711608f3-1b39-45ae-9f55-248cbf2a707b,1,0
30b2fec5-69ef-48db-9d33-e35642818ad5,1,0
a31942b6-0477-483f-8852-28d4b638ef65,1,0
d6ffd7b8-7dd4-4342-8e0f-ccef57b16921,1,0
d506af95-00a2-4e7d-a580-6b590d79b5a3,2,0
946c2089-ad83-4037-94da-8b9f9b01644b,2,0
5f6195b9-2e99-4366-9f4c-f67bea5928a2,2,0
bb2acdaa-3a26-421a-a9e9-4ea3336a467b,2,0
8a174586-a8c0-41bd-a743-6f5c5e3745bb,0,1
c8128317-4aee-4588-b7dd-d425d3e5377f,2,0
e4ca34f1-9d3d-482b-a701-fd46837d4bf6,2,0
41cbfc51-4f09-49f0-8766-20daf6f9442f,2,0
0b42a65e-fa0d-48f2-9fe9-33b8725fddef,2,0
747ed89c-6664-4c25-bedf-b6f1fdbf7898,2,0
b6bd0037-49b4-42da-b3c7-e2219af48aef,2,0
a31580fb-3407-48ba-a0fd-8184827ae6d9,2,0
991858dd-58dd-4f75-b20f-0cbe03ff3516,2,0
c4d3f1e2-7e9a-4a3c-8f16-d98f3bb68e61,2,0
362d38f3-2403-48ac-84a5-4fd44d71744e,2,0
ac15bae2-a450-4df5-86ba-077391f83ae5,2,0
b553a67a-f6a2-4835-bb8e-b6cd837fb62f,2,0
3d072937-87d2-4f7a-81b7-1497d8384138,2,0
b4b7471c-6c3e-41fd-84f5-28b31aa49c22,2,0
802ade60-7202-4de9-8671-e83fbce7e60e,2,0
c1e1c81a-5d83-411e-a954-209597b0b7a3,2,0
efcf5e95-3f3b-42f2-8013-13b5d5c67ff6,2,0
7a55f52b-c2d1-4fc0-a816-7187af82a631,2,0
5cad3e70-5bb3-44bf-82cb-140a21c0196a,0,1
47672592-915a-4ddd-8f89-5220490668b4,2,0
5594d20f-b78f-4593-b44a-65f8a749a730,3,0
a5a61780-c2c9-4990-9605-be154977bbd2,4,0
71e029f7-f79c-4f4c-8a30-774096295ba6,4,0
c3039c93-8631-4bef-a01b-f6f28d4102a9,5,0
f4c65fd2-efe1-45b4-9c2a-6cc5d2068007,4,0
33e28118-f5f5-43a8-a099-edbc898d4d33,6,0
9f47ba46-c0d2-4594-afa1-478ae7eddd54,6,0
703aea5f-faf3-41bc-a209-054aef245541,5,4
2c78346d-27bd-402c-a21b-927977c488ce,5,0
f28380fe-6b8e-42a5-929b-81c7591aee25,6,0
a54b0e6c-8508-4bc8-9075-bc0b070afbf7,4,0
fe335358-a468-49b1-89ec-31e1b5e084bd,6,0
14453e60-c992-4dc5-ab7c-41fbffa5ab57,6,0
a92a9e08-991a-45fe-b8af-ee4822eb7fd5,4,0
c3e99658-ab00-4757-bbd1-405593ca12ad,7,0
3519ef8b-33a6-4d65-89dc-74de4c8f03bb,8,0
16bf46c5-06e9-4f53-aaf3-03d70cef9376,7,0
ef7aba99-5e7c-427c-81e5-d747e88d6665,7,0
28aff3f9-7764-42c7-ab48-682586fa200c,8,0
90f0cc38-fce0-429a-be34-78a91cdab090,7,0
eed9a6b6-31d1-4215-8fbd-03531c10d92b,8,0
97ae1329-2fcc-4b99-a8f1-70001514e5a7,7,0
feffa40b-2867-4816-9002-f48283b0b45d,8,0
7e7cc8e8-6ae4-433e-bf52-dd2dfc8dc96a,8,0
49a2f95e-714c-486d-8041-26cc0e9b8903,8,0
f05e1cf0-e3a7-4710-8469-e1b52a474f22,0,1
5d18c38d-d20b-477a-97c0-e332c50bc954,7,0
501ba049-65e3-4226-a66e-1be371d074c5,7,0
fc62db8e-8109-4d48-a4c6-04a5e8af1c87,8,0
d9762b3a-a139-489d-b176-7323e8d08e25,8,0
c37bbb2d-faab-423b-8386-aca003fa0c4d,8,0
4a02ba40-a7ba-41e0-9019-178434d20e54,7,0
a8932ab2-bb16-45cf-9fcc-641291444c79,7,0
77e364ec-5e9d-4916-a75e-f9ba37f7691e,0,1
56d870d0-eb62-46ad-9acb-4080582dc4b8,8,0
fefa6e9c-d886-47bf-897d-6761644311a6,7,0
9278177f-4fa1-4ce5-ab55-8b4014359472,7,0
28d122cb-05e3-49ad-8256-b92d3f901407,8,0
c9d5bf5e-df06-4ccf-8981-16c1261529b3,0,1
3afe1389-f5ea-4187-99c0-d0e5899fefb9,2,0
15b7b143-ee3c-43d1-8439-da7f4acd122b,2,0
39b525ee-5a60-43f2-aeea-16fb79ee1be2,0,1
6109b59d-2d4c-421a-b6bb-1bffd5033e31,2,0
66bbe663-303d-4708-927a-dafe6a67cc12,2,0
56f851eb-ecd1-4ccd-90f8-a3574d270c51,0,1
e1d4e94f-130a-459f-9b08-0a7acce18571,2,0
df0cae11-85a9-4bc2-a267-1e177d3f390e,2,0
2893c120-ee91-404a-b659-ed912a5d522c,2,0
967dadf3-dc42-4c11-b7fb-6d3ecebdc4e4,1,0
ca8d0a76-611f-467d-9539-3d893645c308,1,0
1871694f-863b-4483-8157-8aa0ddfdda5e,1,0
b0db14c6-8cc3-4950-8ce9-fac9d5e6d666,1,0
a3870ea2-d450-44c3-b3e3-f26acd52cdb2,1,0
0590b55f-e322-4e93-b111-5e9b5241d393,1,0
18ed43a1-e364-4a61-83c7-4d62392e0aa0,1,0
ba6e046a-347b-46a9-b12d-6ee392422dac,1,0
472c5ce4-aedb-45b0-a4cb-0948619e358c,1,0
d1d2e357-2dbf-4878-ac40-cf3b12d0aea4,1,0
9189e175-f476-48b8-a192-9727ad0e872a,1,0
11310889-fb20-481c-957e-1d76486ee453,2,0
213dce69-e10f-4ad2-b933-d1ef06c683b5,0,1
fca8aff8-e449-4c2f-bda0-82f40271d7d7,2,0
a17485a9-a1ed-4713-9240-2a22462ca57c,0,1
bbbe2725-b983-4141-9069-06cd648e7761,2,0
ced191ed-5327-4cfb-aca9-98ae929dabaf,2,0
95be2c66-21f6-45b3-a546-5b5ab38a9552,2,0
742a1dc8-1cf0-41e4-90d1-d401baccf6e2,2,0
add14d1a-d423-4ce7-8dfc-942ccaa23584,2,4
996dff4c-26b7-4dd9-b176-5a5b9c4bfa1a,2,0
aef903c9-c081-4ff2-bda9-9b7791db2ca4,2,0
d24db714-0eb5-4de9-80d0-f552cffe3883,2,0
7cfd1188-7597-4259-a1a7-25dbdddae39a,1,0
e7d55838-b9ad-4147-8ad2-cbe0dd6d5f24,1,0
8b2999ed-78b2-4ced-adf4-b7ffbfee4b7f,1,0
ceef11d5-dcf3-4ac6-a82f-44121dc48426,1,0
c980e8d4-d258-40e5-a173-34b2719bb3a9,1,0
4f3259b0-5b8a-4d12-9e2d-467af7bbc78f,1,0
5fc06877-c260-4af2-b0a0-98023bc1d718,1,0
da6ed22f-8583-484c-85d2-cd5f29c4eeeb,1,0
38427d4f-e677-41e0-abaa-e0fd094e5237,1,0
c997955d-2e75-4b49-a891-6c335611ac0d,1,0
29eab9e8-fa66-461d-8b1f-9613d9edfe34,0,2
fe5a3809-c555-450c-baf2-de0acc3e4033,0,2
eef369f6-62d1-403f-8c7c-9ba32a5bbae0,4,0
60bc433e-7b4b-44d2-840c-95e1f17f1d8e,0,2
b8348868-7d4c-4ba4-89ba-6863911bb7c2,0,2
7db175ad-8c55-490d-9084-205c4c71c2da,6,0
f8cc4cdf-e1a6-44d4-8841-3300d1ca5e32,6,0
45c040f6-1153-4f35-bdb5-bcec70769dc5,4,0
fc985edc-a81d-4da2-bef2-d56a3dafefe7,10,0
908ef106-3c4d-418e-a3ab-4324a4164dbe,6,0
5a70b0de-a8ea-4c21-bc04-8c33a75c2423,4,0
90522046-cb66-4878-b686-bc759b862ddc,4,0
ea1e1886-b6ca-47f5-a892-80e7b4a5f587,5,0
f92217d9-495d-4415-99cc-36da8807af9b,4,0
a8879638-f1ba-490e-8d4e-2fd9086cbd3f,4,0
737a48c7-ccab-4f7d-90ef-6c69c21ddae3,0,2
68110a1b-7e56-4e46-b928-b51b1633bc0d,6,0
b88850ea-ce81-48eb-af1b-94ebdcafff99,6,0
808eb0f8-425a-4b7e-800a-7db7dacbfab2,0,2
35a11043-a739-4721-8542-aef3d2fb2552,6,0
65ca349d-c61e-45ea-9b37-4e29eed430e6,6,0
7151de30-b2ba-4f0b-9cab-4c6b2ea74693,4,0
bb3be230-a548-4d6f-9f5f-e04b8aaa1e95,4,0
586dc7b4-23a4-4994-ab1e-31928ee4672a,6,0
a8368b3d-730d-49ab-be3b-68ca2dcbe8aa,6,0
4bed9149-6497-47d9-b544-27b5957c8e0b,0,2
7a103821-9a2f-46be-9563-669c8c8d74b0,6,0
101ee55e-4c6c-45cd-b6dc-127d94a7852d,0,2
d17fafdf-1666-41bd-83fc-5ab03f053d8d,0,2
54057a72-d718-4ba7-9e04-68036c16a79f,0,2
faf47493-095d-4147-956d-c08de0d695c6,6,0
4e9b41d0-713b-4b01-9c51-69cf37ff36d3,6,0
210afb89-c436-4a8c-8803-086e99504743,0,2
b477725a-dd6d-442d-ac68-fdb76d404b3c,4,0
14224a86-887f-4428-a7f4-01af1ef11514,0,2
9036f3ed-10b8-4fea-ad17-5a5c2dc775d7,0,2
8a4c4a87-25af-4e18-a7ee-4d20c9757d63,6,0
ec0b4a76-612b-4fb2-9db1-3d0ca5cf95ae,4,0
a03834f6-87ee-440b-97d7-c1313de6b282,6,0
7d0fb69d-e7fc-402f-bd7e-f0db264da9e1,6,0
06c35713-7570-41f5-9552-d9bf9976bd30,6,0
0cb33b27-3376-444e-b6b4-2040d287c76d,6,0
dee41c82-92a3-4c20-8d3b-0b156d1d31d6,5,0
fbe6fa52-97e6-49cb-b226-cd16eca8c7f8,4,0
c6461f77-415a-46ae-b32c-966aa0bfd81d,6,0
204906ab-66b2-4076-b697-1c9ec11e421a,6,0
926aad0f-e659-4ffb-9a02-6faacae4533d,4,0
7b5e3189-47be-4e1b-a867-15a75271e4f7,4,0
0a2376b4-d5e4-45fb-b34b-45d89248028d,0,2
7c287bc4-aca6-4775-93eb-d869a284c38c,4,0
53c89684-b45f-43fc-9059-f40831579dfc,4,0
a1e090ae-a244-47be-9b6a-0faf1ce384ac,6,0
d8caa375-8f3d-446c-b7e8-b8e927a79833,0,2
0bbe2ff8-d631-414e-ae09-e4c459219a40,2,0
f37a1261-b5e8-476d-95d7-0362d5e55efc,2,0
8be31efe-e61c-4192-9927-08f523e32895,2,0
11f817dc-a43f-4682-ab77-aaf460aa1b16,2,0
e4a12596-a428-4199-befc-0de1677f83aa,2,0
ab94b87d-6406-4d92-afab-3387f698f02b,2,0
1b47db10-6bbd-454b-9ef0-0a2eba72f641,2,0
96bc25a5-3579-4626-b041-e43d569ed0be,10,0
1f7a1e97-0893-49fc-affc-63b23d0c1793,0,1
2b292003-db69-4f6e-8d82-682d4524f462,2,0
b2469157-928f-461f-a24a-0705f77d3616,2,0
60d32571-6864-4932-97d9-0ed7bab2c32c,2,0
e9148422-1790-4b83-846b-58f8d062e15e,2,0
3cf6046d-b275-4212-994a-7fa1a7a2f04a,0,1
fe6751d5-b74e-42b8-8944-fc647eef6b0f,2,0
d6c77690-cce7-49db-96bc-9c1556b1a43e,0,1
66aa1e0c-4b79-4307-a022-b3c3a9485625,2,0
7289e4a0-659a-45ef-8acc-85a1d1c7e37b,2,0
646235a3-0149-43ee-8954-0f1d988308cf,0,1
b92a95e8-f3b0-456a-87e9-075dffce1cc5,2,0
a4a80eba-ee29-4630-838a-2b5255a445e3,2,0
95a373d5-3d4d-4c9b-aabf-fdb0df9bbec3,2,0
8d1a3c92-a0c2-4b57-83b8-0d98791e53ba,2,0
5d489156-95e6-447d-8c5a-d999d9df15cc,2,0
37383c59-22f3-46ad-97b9-fddfc9849eed,2,0
04093974-c2a2-4927-8c84-0639330247e5,2,0
6251c5a5-a867-4e33-95a3-2ad15f1461a9,2,0
08dd451b-7fe1-4d62-b32b-64cbc18a2043,2,0
84694da2-3e00-4e37-b87b-07cbed02a402,2,0
32ae32b7-b900-4594-9289-3dc380c572a0,2,0
60ab39ea-0d6b-42e3-bc1c-12a96d97587c,2,0
f43f06ed-ae18-4f55-b9f3-9bfb56a2f2be,0,1
76416b84-164e-4d60-918c-743a3f530f72,2,0
78f1699c-1b14-4bc5-b9c0-e16b97750905,2,0
89dc2f3a-3ad4-47cd-b7d6-ad1dbc3266d6,2,0
791b59bd-231d-4cf0-b8d3-2d906424d408,2,0
be8861c3-48b9-4cb7-a9a5-d4e18449d3ce,2,0
2cb1defa-b25e-42d1-8838-3c93f0449e16,2,0
63f2a65a-2247-40fe-9391-1fff43b92f22,2,0
682a2ec0-4cc4-445c-b6b7-b3d80fa8a5de,2,0
63c72608-7799-4de2-9eba-21ead4c13e69,0,1
5c44a33d-5fb9-4107-b817-fc47fa34a22f,2,0
4016c7b2-c50f-4578-beb6-6c2d535b7d85,2,0
5fa58573-7e72-4553-af87-7c9bcb185368,2,0
add452f3-acbe-471d-a481-4dfaec25208a,2,0
abf0f4db-5927-4c29-bbe8-07ea4c96502e,0,1
de87fcf9-9c24-4aac-a700-6bc83e62b084,2,0
7b56d88f-71aa-4560-88e2-ebe853066a5c,2,0
819b29ba-97fc-460d-b63e-0f77f0ccaad1,2,0
c541cc56-afc9-465f-a9f2-c84a43d2dbeb,2,0
177ef216-2e8c-4f85-badf-788aba705130,2,0
6445b126-03f3-4c29-8f5e-5dc7aa23a568,2,0
daf745f5-f852-47ef-8c0b-a32d14dea21c,2,0
7f565bb5-e765-4ad3-9aae-3a2fc613ecbf,2,0
3d6b08e1-16cb-43bb-8d63-b0e37e8165d5,2,0
f218c60d-d060-4f5e-90d6-531ba5d5c343,2,0
fd8e099f-8b5e-46d6-a109-60dce0331bd9,2,0
efc11c96-64f1-4d60-bd16-2af72d592d1e,2,0
3d5814d9-0cd8-4cdf-996f-2a24d4161210,2,0
605cd6c6-1600-484f-a517-b4e9ba6aaaea,0,1
652012ae-4961-4d75-9887-05d3c0d1aaa3,2,0
1c5f1e8f-e9e8-4cfe-af57-57b7618938ca,2,0
24a02713-39ef-49cf-b683-0addbef8b543,2,0
67e54bec-7016-4796-bf7d-215d0705c024,2,0
2816c887-04e1-4a63-9246-db2b55afcea2,2,0
57ed6024-3192-4a71-945c-2d0c4ecf50b7,2,0
b6e2c2f1-0ae9-4408-8c0e-dca4fbafd4cd,2,0
19a75478-e559-436e-830e-54f88c9ab305,2,0
6b31c99e-7ad9-47fa-8c1e-d4c199668153,8,0
23e0169f-deed-47bd-9be8-8e1024f9a640,7,0
bc282fad-d6c3-4950-be77-d852cccb4ea0,7,0
95149690-9f25-4541-8b74-c9478ec63006,7,0
67189123-78ff-459f-8290-50d8420bb134,8,0
2aea35fe-374f-4ecf-aef1-48be90c73e47,8,0
3c46a092-a1bd-4898-866a-27e0076f51df,8,0
1d17677d-e9e2-4dbb-ba68-9e992b456a33,8,0
5f8aca6a-4375-4397-8c43-1ff27cda914c,7,0
56a3d1ae-ef97-4d51-a15c-d6ee59a43d37,8,0
61b80016-b6ab-4951-8885-c7c4682b02ea,7,0
cfbb1262-7ab6-4a7c-bcf2-6535d33f01d2,7,0
c6feb79d-1124-4c21-bcdb-05e851650358,8,0
3b9341e8-25f2-4428-a80f-c850a94926a5,7,0
1d4a4ed5-919e-4cf7-96bb-3b842b045758,8,0
e77b1e7a-0a31-4e8c-b376-ba592465e3bc,8,0
1d9d7c52-26d9-4479-b5fd-0192d3a5b727,8,0
f802091d-4c7e-4c93-9908-e31aa5bb39a2,8,0
22c59dd5-0f99-4827-a00a-41f80cf5ed1d,8,0
9b9b9441-249c-4d9d-966c-01c1570fd6f7,7,0
d9f814eb-3c23-4a79-a6b6-b9cdba4b91b9,8,0
444e61df-9c7d-4b3b-901c-b590cb24d6b6,8,0
3fde5030-842e-4694-ad0e-b85c2d3d0cda,8,0
fc6bb6ff-bf59-400f-9848-68f88c3eb918,7,0
0ceb2ad5-54a4-4166-81f7-29bf73140846,8,0
5b732ae8-4294-482f-ba78-e8d351713319,7,0
35c3d9a7-a815-4dcf-bea2-bb63e3769b44,7,0
ecd65d13-b46d-4309-9d76-f454326f2fa5,7,0
c34c054f-ef65-42ba-8959-c1c8a52a7f1a,8,0
91b5ac66-0401-4370-b962-2c25998532ad,8,0
c275ddca-2092-4b36-af41-6b5ce4a62d50,7,0
1ac7a043-8143-43c5-8a69-ef909765c76a,7,0
cb94f8e1-60ba-4868-b2a0-d2adfff08a2e,8,0
204bda76-b055-4952-b3c0-10647a3afcfa,7,0
69ad94e6-89d6-4f04-ab7e-7dc18bf732f3,0,1
263f3558-0fe4-4f45-9201-d27383dd8c1e,8,0
632180e4-2420-4df4-bf82-570cf096a206,8,0
d7a66a7a-4001-426f-bb5e-986a6b76019b,8,0
af858b78-f9d4-468b-8bab-ffd5bfdf6b87,7,0
5d3f4b27-b847-42b5-b3ad-9d26c97fb4cc,8,0
72ea1d0e-f907-4ae5-b3ee-92af16810cd8,7,0
93cd9876-e50e-4812-9ff5-dae659d96951,8,0
a7bab6d7-6109-43dd-aeb7-7a2ccde6d67b,7,0
607ba83c-5325-4be1-9a61-1dd9152a63af,7,0
abfb0e53-13b8-4805-8e20-7b5cff8da461,8,0
72499f9a-ab41-4d7c-93c2-f687fbb93b25,8,0
a2f9bb13-0752-48e8-9eef-d717cf8ef6cf,8,0
8c311f28-a87c-421c-be45-363e635dad7e,8,0
36ccc0cb-c885-471b-be94-f89364053ed6,8,0
de428ccf-e1bb-4b5e-80b3-ef855adf1129,8,0
d9280455-55f0-46a0-9ec3-86be127e6404,8,0
709a70e9-c3d9-4113-8044-3cc9ef7ca724,8,0
4c4de5f2-3ebb-4a00-b0b8-9d7a5f6f2d3d,7,0
cb168078-6b67-47a4-bdb1-3b5945ce6e13,8,0
e7f38808-d632-4857-8a7b-24335939ef29,7,0
8337b581-1929-4b06-b274-ca2158ce80ec,7,0
5e1622c1-352d-43b4-82b9-ba1de993551f,0,1
4bcef57e-bdf4-4756-92dc-d9bf75173bf5,7,0
50364e7c-dd2d-4ed4-a086-95a5fc34b29a,7,0
7cb0a6e9-d805-43d6-9d5d-621cb3b9162e,8,0
141bb627-7358-42d4-9016-68517d00c7b7,8,0
20c01b92-34ba-4bb8-99eb-078c52faba5e,7,0
6fbe0ea3-695c-489f-ac28-3a08b73b43ee,0,1
8af6d082-ae9c-4e1c-aeec-990b960b6bae,7,0
6cd8b755-e54a-405e-a131-27dee8e41929,8,0
43272127-b87f-412d-ab68-3b2764ebe97e,7,0
3a2217c0-a352-49d5-98fe-39785efb3edf,7,0
54d3ac05-0475-4c3e-aff6-8ae82e9e8660,8,0
c7546fbf-8a3c-4bad-ae9c-71a9441c039d,8,0
549a6d33-8ca7-4ed0-a798-97936af3f89e,8,0
24fc8ed4-792f-4e10-83f9-a0040d871993,8,0
a96f501d-34c5-4c3a-b5d6-9eb317565575,7,0
2389429b-eb89-4ee2-b6d7-bce31651351c,7,0
8ec6a857-11d3-4097-ab6e-24e16fa5c60a,8,0
e3d9454c-9248-4b46-9ba7-62267286d519,8,0
955f8fd7-45d4-4993-81f6-8fe8b8af0434,11,0
a4716a70-b5fb-4d4e-84de-2e6987e64f6e,11,0
2a811e23-ff09-4e0e-b507-ce543df261ce,12,0
0859bada-dfcd-457f-823f-c0f202b69f5e,12,0
35b06bfc-9ebb-47e5-b4da-fffadfa67f18,12,0
65e707b5-d42f-4e28-bd38-55ede3a0d429,8,0
39291131-2dd4-46e5-9f02-5967776485e3,7,0
506212f0-ffbe-4780-b067-080921df750c,0,1
a3ec42a6-2664-41de-887c-bdb1a18ddb4e,8,0
5d11513e-79b6-4785-936d-a610adc5f853,8,0
979a80b1-2041-4a00-94b7-41e04b454410,8,0
dfde62e0-df1b-4734-b779-25554f8928a4,12,0
68143333-f540-4a02-9cbd-e4783c25175b,12,0
7d050401-5d98-4524-a9f9-c4f316f5bd8b,0,1
d3f35772-03f9-46d6-ba85-db90f23cddad,0,1
a314fa5f-5a1f-4c71-9fbe-bdd4cab520d0,12,0
deadc7b5-a324-42f3-ab09-547764bb1a0b,11,0
5e638e9f-bc46-4baa-9f42-b1ac1b4e18d3,11,0
d3f0f030-d36f-49a5-89fd-69aa5d99c445,12,0
af76b53e-a74b-4615-a8ee-461603835845,12,0
2c101f2f-d5b6-4702-8b20-a4b7b907a6fb,12,0
29fa69bc-c517-4c55-970b-ac5fbb4314e4,12,0
cde0fec1-9431-495d-b8db-493e14126e2c,0,3
a4dc74ad-7d8c-487c-ba39-87a63db5295a,0,3
935ec4b7-eed7-4ce9-908c-85537722b9ae,0,3
fdfe0f75-d4f4-408a-97f4-8125cd6817fc,0,3
bf2174c4-36d0-49b0-b0b0-d7c413615a4d,0,3
d69b7cc4-224e-4d51-892d-eb210fd329eb,0,3
91bd2b55-b3a3-4f2d-b18e-6aac9f96fdb2,0,3
8898b567-7311-42dc-8e91-753227d3b6e8,13,0
b4f4ec57-76de-48fa-b183-c1595c877685,0,3
ce92b5cf-e50e-41e2-af1a-bded15784546,0,3
d3d59b03-34a9-4cc4-a635-3c96021afd90,0,3
49cdf31f-8126-4e09-9e3b-85b0499408ec,0,3
36cdbe4c-6c3f-4094-a7db-17d6eaa127cc,0,3
3fc48bdc-d08e-4ed2-aaeb-b5cb1acfbb30,0,3
c78868f3-e3b8-4e58-8251-e57a9f3d0976,13,0
5605dd48-f6ad-4ad0-aac7-c4763d2f47bc,14,4
7e617c74-78ee-4f08-b68d-eee05813fedb,14,0
c8c28aa7-e074-4bae-9f76-5f00fe940b56,14,0
2c03ac35-8f19-493d-9705-6c6f9bd38002,14,0
261f12ea-75fd-46f0-8934-992ffcb23253,15,0
91ed8d74-c02e-4839-a9af-d690b8043390,14,0
dc1f29c3-da40-492d-ab5f-2a16994f6aec,14,0
dd761294-1b32-4616-b9dd-94c736a149c9,14,0
52e6ca34-08f3-44eb-a437-f03354c48597,14,0
576ebdff-c695-4f2d-a1b8-37a4b0a391b9,14,0
73970131-792b-467c-86c7-a3ba4ed30805,14,0
45916770-aafb-4293-bce3-b822cbd14b73,16,0
da901aa5-8363-4ac5-9ed3-f4da6e2e8e01,16,0
61120aa6-0bb4-4e69-b946-ef2e93fe1549,16,0
55162a73-0929-4590-88cd-d25885fff92a,16,0
8191bbfd-03b1-4fc8-8d24-e1362695e2a0,16,0
a331e421-f656-43fa-9a9e-52b01dc8cda2,16,0
630ec181-13bd-4588-a8c0-4410835a164e,16,0
a7dbbad7-39b8-4a42-bcad-2025287604be,16,0
a37c3db3-51eb-453d-80a1-2ca76a21a951,16,0
6c7ed201-7330-4721-8e30-d117630ebf8c,16,0
f3845990-ee6f-48f8-b223-aab7feefc5a5,16,0
527a955c-d5f4-49b4-a05c-826b79021d6e,16,0
06fc97d6-9398-40da-b483-7e6cd1e2124e,16,0
e0d5aa6c-f254-4cac-aff2-dd5c530231c8,16,0
8d764fc6-87fe-483f-a1c5-da4a5e62d4eb,16,0
68d83c9d-5e17-4e74-904a-f54c40651e98,16,0
c4f23276-f289-47fe-8a67-343420efd52f,16,0
4efdc6b3-ff3a-4ab6-80f9-649114247f51,16,0
85b68578-fa8a-4868-95b9-ef4ba0657e69,16,0
dfd0173d-9aba-4615-aebd-428703b30a34,16,0
c0908a29-e4f1-498a-8311-f9a48e2f0dd6,16,0
f04435ea-ba47-4b61-9d95-dcb093d49a51,16,0
0e40d3d7-aaf5-4cdf-a5c1-ebaf343e319b,16,0
fe1521fe-e712-47dd-b561-35cc6ac01059,16,0
00c6974c-202d-4d61-a4f1-ac9cae8a55f7,16,0
dd2c6478-758f-4da4-a895-1d24ea78a420,16,0
3442d2d4-59d4-4446-bc0e-dd161d31b6b4,16,0
57e7f0ba-8789-4c64-b000-df5a0db64f9e,16,0
314cc8fc-b2f0-4681-9056-cfaf62fe1d62,16,0
425fe507-343f-40a1-ab60-c5978a282c08,16,0
8a8f471e-9650-488a-a3f2-7e26e69186da,16,0
163279ba-23ea-4376-9c03-7b079efa1430,16,0
fd23bb40-6bf9-45a8-bfd9-2653bdedfdb8,16,0
855fe635-fad1-4af9-961b-b664fa9c9064,16,0
168f3f12-c00e-44a4-acae-dd4106e6407a,16,0
094b7e36-96de-4b43-824a-80d5eb8732ed,0,1
bb00a100-11e7-40c4-b854-f84e0a69bf66,16,0
66226c6a-280b-4ae5-8dac-62073984629b,16,0
694673ac-4641-425d-834c-e6235ca728b9,16,0
acc8701c-3391-4472-9696-72352361083c,16,0
643b7a70-bc3d-481b-b962-2604e774e240,16,0
7f243bbb-dad8-4bbf-9465-259777b7ccc5,16,0
cee98be7-6c92-470e-a070-734a6402e2a1,16,0
